SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Vallejo Dowling Camila;Femenino;PC;NO VOTA;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
291;31-07-2017;GENERAL;11266-04;Modifica la ley N°20.529, sobre el Sistema nacional de aseguramiento de la calidad de la educación parvularia, básica y media y su fiscalización, para ampliar las atribuciones del administrador provisional;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Educación;Primer informe de comisión;Primer trámite constitucional;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Bellolio Avaria Jaime;Masculino;UDI;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Gutiérrez Gálvez Hugo;Masculino;PC;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Jiménez Fuentes Tucapel;Masculino;PPD;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Kast Sommerhoff Felipe;Masculino;EVOP;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Letelier Norambuena Felipe;Masculino;PPD;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Paulsen Kehr Diego;Masculino;RN;NO VOTA;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Saffirio Espinoza René;Masculino;IND;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
133;02-08-2017;GENERAL;11245-17;Designa al Instituto Nacional de Derechos Humanos como el Mecanismo Nacional de Prevención contra la Tortura y otros Tratos o Penas Crueles, Inhumanos o Degradantes;;Saldívar Auger Raúl;Masculino;PS;A FAVOR;Derechos Humanos;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Espinosa Monardes Marcos;Masculino;PR;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Espinosa Monardes Marcos;Masculino;PR;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Fernández Allende Maya;Femenino;PS;NO VOTA;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Fernández Allende Maya;Femenino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;8203-24;Establece el Día Nacional de la Diversidad.;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
113;03-08-2017;GENERAL;9724-24;Establece el Día de la Inclusión Social y la No Discriminación.;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Fernández Allende Maya;Femenino;PS;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Godoy Ibáñez Joaquín;Masculino;AMPL;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Teillier Del Valle Guillermo;Masculino;PC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
114;10-08-2017;GENERAL;10888-06;Declara feriado el día 20 de septiembre de cada año en la Región de Coquimbo con ocasión de la Fiesta de la Pampilla;;Torres Jeldes Víctor;Masculino;DC;A FAVOR;Cultura y Artes;Discusión única;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11346-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Trinidad y Tobago sobre Supresión del Requisito de Visa para los Titulares de Pasaportes Diplomáticos u Oficiales, suscrito en Nueva York, Estados Unidos de América, el 24 de septiembre de 2016;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11347-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno del Reino de Marruecos sobre Exención del Requisito de Visa para Titulares de Pasaportes Diplomáticos, Oficiales, Especiales y de Servicio, suscrito en Nueva York, el 20 de septiembre de 2016;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11348-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Sudáfrica sobre Exención del Requisito de Visa para los Titulares de Pasaportes Diplomáticos u Oficiales, suscrito en Pretoria, el 1 de septiembre de 2016;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11345-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Belarús sobre Exención de Visas para Titulares de Pasaportes Diplomáticos, de Servicio y Oficiales, suscrito en Santiago, Chile, el 21 de noviembre de 2016;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11344-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de la India relativo a la autorización para realizar actividades remuneradas a familiares dependientes del personal diplomático, consular, técnico y administrativo asignado a misiones diplomáticas y consulares, suscrito en Nueva Delhi, el 28 de octubre de 2016;;Campos Jara Cristián;Masculino;PPD;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11346-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Trinidad y Tobago sobre Supresión del Requisito de Visa para los Titulares de Pasaportes Diplomáticos u Oficiales, suscrito en Nueva York, Estados Unidos de América, el 24 de septiembre de 2016;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11344-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de la India relativo a la autorización para realizar actividades remuneradas a familiares dependientes del personal diplomático, consular, técnico y administrativo asignado a misiones diplomáticas y consulares, suscrito en Nueva Delhi, el 28 de octubre de 2016;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11348-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Sudáfrica sobre Exención del Requisito de Visa para los Titulares de Pasaportes Diplomáticos u Oficiales, suscrito en Pretoria, el 1 de septiembre de 2016;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11347-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno del Reino de Marruecos sobre Exención del Requisito de Visa para Titulares de Pasaportes Diplomáticos, Oficiales, Especiales y de Servicio, suscrito en Nueva York, el 20 de septiembre de 2016;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11345-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Belarús sobre Exención de Visas para Titulares de Pasaportes Diplomáticos, de Servicio y Oficiales, suscrito en Santiago, Chile, el 21 de noviembre de 2016;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
104;22-08-2017;GENERAL;11345-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Belarús sobre Exención de Visas para Titulares de Pasaportes Diplomáticos, de Servicio y Oficiales, suscrito en Santiago, Chile, el 21 de noviembre de 2016;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
